regionId,province,city,date,subdevided_Y/N,caseId,infection_case,confirmed,accumulated,briefingdate,classname,note,keyword,,
110,etc.,대구,2020-02-18,N,1,신천지 대구 교회,1,1,2020-02-18,종교 시설 및 단체,31번째 환자,교회;신천지;종교,,
110,etc.,대구,2020-02-18,N,1,신천지 대구 교회,10,11,2020-02-19,종교 시설 및 단체,이전 데이터와의 비교로 누적확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,대구,2020-02-18,N,1,신천지 대구 교회,28,39,2020-02-20,종교 시설 및 단체,이전 데이터와의 비교로 누적확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,대구/경남/충북/광주,2020-02-18,N,1,신천지 대구 교회,44,83,2020-02-21,종교 시설 및 단체,(추가)대구:37/경북:3/경남:2/충북:1/광주:1;이전 데이터와의 비교로 누적확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,대구/경남/충북/광주,2020-02-18,N,1,신천지 대구 교회,84,169,2020-02-22,종교 시설 및 단체,(전일+추가)값과 누적값 불일치,교회;신천지;종교,,
110,etc.,대구/경남/충북/광주,2020-02-18,N,1,신천지 대구 교회,138,309,2020-02-23,종교 시설 및 단체,이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/울산/세종/경기/강원/충북/경북/경남,2020-02-18,N,1,신천지 대구 교회,147,456,2020-02-24,종교 시설 및 단체,(누적)서울:1/부산:4/대구:376/인천:1/광주:7/울산:1/세종:1/경기:8/강원:3/충북:3/경북:38/경남:13;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/울산/세종/경기/강원/충북/경북/경남,2020-02-18,N,1,신천지 대구 교회,45,501,2020-02-25,종교 시설 및 단체,(누적)서울:2/부산:5/대구:407/인천:1/광주:7/울산:1/세종:1/경기:10/강원:2/충북:3/경북:49/경남:13;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/울산/세종/경기/강원/충북/충남/경북/경남,2020-02-18,N,1,신천지 대구 교회,96,597,2020-02-26,종교 시설 및 단체,(누적)서울:2/부산:6/대구:501/인천:1/광주:7/울산:2/세종:1/경기:8/강원:2/충북:3/경북:51/경남:13;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/울산/세종/경기/강원/충북/충남/경북/경남,2020-02-18,N,1,신천지 대구 교회,134,731,2020-02-27,종교 시설 및 단체,(누적)서울:2/부산:6/대구:622/인천:1/광주:7/울산:2/세종:1/경기:10/강원:2/충북:3/경북:62/경남:13;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/울산/세종/경기/강원/충북/충남/경북/경남,2020-02-18,N,1,신천지 대구 교회,109,840,2020-02-28,종교 시설 및 단체,(누적)서울:2/부산:6/대구:721/인천:1/광주:7/울산:4/세종:1/경기:10/강원:2/충북:3/경북:62/경남:13;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/울산/세종/경기/강원/충북/충남/경북/경남,2020-02-18,N,1,신천지 대구 교회,717,1557,2020-02-29,종교 시설 및 단체,(누적)서울:4/부산:8/대구:1356/인천:1/광주:7/울산:8/세종:1/경기:13/강원:3/충북:4/경북:133/경남:19;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/울산/세종/경기/강원/충북/충남/경북/경남,2020-02-18,N,1,신천지 대구 교회,556,2113,2020-03-01,종교 시설 및 단체,(누적)서울:4/부산:8/대구:1877/인천:1/광주:7/울산:9/세종:1/경기:14/강원:3/충북:4/충남:2/경북:162/경남:21,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/울산/세종/경기/강원/충북/충남/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,305,2418,2020-03-02,종교 시설 및 단체,(누적)서울:4/부산:9/대구:2136/인천:1/광주:7/울산:10/세종:1/경기:16/강원:7/충북:5/충남:2/전남:1/경북:197/경남:22;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/울산/세종/경기/강원/충북/충남/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,280,2698,2020-03-03,종교 시설 및 단체,(누적)서울:4/부산:9/대구:2383/인천:1/광주:8/울산:10/세종:1/경기:16/강원:7/충북:5/충남:2/전남:1/경북:229/경남:22;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/울산/세종/경기/강원/충북/충남/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,294,2992,2020-03-04,종교 시설 및 단체,(누적)서울:4/부산:10/대구:2583/인천:1/광주:8/울산:11/세종:1/경기:18/강원:11/충북:5/충남:1/전남:1/전북:1/경북:315/경남:22;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,460,3452,2020-03-05,종교 시설 및 단체,(누적)서울:4/부산:11/대구:3013/인천:1/광주:7/대전:1/울산:11/세종:1/경기:18/강원:11/충북:4/전남:1/경북:348/경남:21;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,465,3917,2020-03-06,종교 시설 및 단체,(누적)서울:4/부산:11/대구:3397/인천:2/광주:7/대전:2/울산:10/세종:1/경기:23/강원:12/충북:5/전남:1/경북:420/경남:22;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,380,4297,2020-03-07,종교 시설 및 단체,(누적)서울:4/부산:11/대구:3716/인천:2/광주:8/대전:2/울산:12/세종:1/경기:22/강원:15/충북:7/전북:1/전남:1/경북:466/경남:29;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,185,4482,2020-03-08,종교 시설 및 단체,(누적)서울:4/부산:11/대구:3882/인천:2/광주:8/대전:2/울산:12/세종:1/경기:22/강원:15/충북:7/전북:1/전남:1/경북:485/경남:29;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,135,4617,2020-03-09,종교 시설 및 단체,(누적)서울:5/부산:11/대구:4007/인천:2/광주:9/대전:2/울산:12/세종:1/경기:23/강원:15/충북:7/전북:1/전남:1/경북:492/경남:29;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,93,4710,2020-03-10,종교 시설 및 단체,(누적)서울:5/부산:11/대구:4085/인천:2/광주:9/대전:2/울산:12/세종:1/경기:26/강원:15/충북:10/전북:1/전남:1/경북:500/경남:29;이전 데이터와의 비교로 추가확진 수 유추하여 기입함;지역별 누적 확진자수 총계는 4709인데 보도자료에는 4710라 적힘 ,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,13,4723,2020-03-11,종교 시설 및 단체,(누적)서울:5/부산:11/대구:4096/인천:2/광주:9/대전:2/울산:13/세종:1/경기:26/강원:15/충북:10/전북:1/전남:1/경북:502/경남:29;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,36,4759,2020-03-12,종교 시설 및 단체,(누적)서울:6/부산:10/대구:4126/인천:2/광주:9/대전:2/울산:16/세종:1/경기:27/강원:16/충북:10/전북:1/전남:1/경북:503/경남:29;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,21,4780,2020-03-13,종교 시설 및 단체,(누적)서울:6/부산:10/대구:4144/인천:2/광주:9/대전:2/울산:16/세종:1/경기:27/강원:16/충북:10/전북:1/전남:1/경북:506/경남:29;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,233,5013,2020-03-14,종교 시설 및 단체,(누적)서울:4/부산:10/대구:4359/인천:2/광주:9/대전:2/울산:16/세종:1/경기:29/강원:20/충북:10/전북:1/전남:1/경북:517/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,-7,5006,2020-03-15,종교 시설 및 단체,(누적)서울:5/부산:10/대구:4354/인천:2/광주:9/대전:2/울산:16/세종:1/경기:28/강원:20/충북:10/전북:1/전남:1/경북:517/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,5,5011,2020-03-16,종교 시설 및 단체,(누적)서울:5/부산:8/대구:4359/인천:2/광주:9/대전:2/울산:16/세종:1/경기:28/강원:20/충북:10/전북:1/전남:1/경북:517/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,5,5016,2020-03-17,종교 시설 및 단체,(누적)서울:6/부산:8/대구:4363/인천:2/광주:9/대전:2/울산:16/세종:1/경기:28/강원:20/충북:10/전북:1/전남:1/경북:517/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,12,5028,2020-03-19,종교 시설 및 단체,(누적)서울:6/부산:11/대구:4368/인천:2/광주:9/대전:2/울산:16/세종:1/경기:29/강원:20/충북:11/전북:1/전남:1/경북:519/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,9,5037,2020-03-21,종교 시설 및 단체,(누적)서울:6/부산:11/대구:4369/인천:2/광주:9/대전:2/울산:16/세종:1/경기:29/강원:20/충북:11/전북:1/전남:1/경북:527/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,14,5051,2020-03-22,종교 시설 및 단체,(누적)서울:6/부산:11/대구:4381/인천:2/광주:9/대전:2/울산:16/세종:1/경기:30/강원:20/충북:11/전북:1/전남:1/경북:528/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,3,5054,2020-03-23,종교 시설 및 단체,(누적)서울:6/부산:11/대구:4383/인천:2/광주:9/대전:2/울산:16/세종:1/경기:29/강원:20/충북:11/전북:1/전남:1/경북:530/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,12,5066,2020-03-24,종교 시설 및 단체,(누적)서울:6/부산:11/대구:4383/인천:2/광주:9/대전:2/울산:16/세종:1/경기:30/강원:20/충북:11/전북:1/전남:1/경북:541/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,14,5080,2020-03-25,종교 시설 및 단체,(누적)서울:7/부산:11/대구:4387/인천:2/광주:9/대전:2/울산:16/세종:1/경기:30/강원:18/충북:12/전북:1/전남:1/경북:551/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,-1,5079,2020-03-26,종교 시설 및 단체,(누적)서울:7/부산:11/대구:4391/인천:2/광주:9/대전:2/울산:16/세종:1/경기:29/강원:17/충북:6/전북:1/전남:1/경북:554/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,10,5089,2020-03-28,종교 시설 및 단체,(누적)서울:7/부산:11/대구:4400/인천:2/광주:9/대전:2/울산:16/세종:1/경기:29/강원:17/충북:6/전북:1/전남:1/경북:555/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,72,5161,2020-03-30,종교 시설 및 단체,(누적)서울:7/부산:12/대구:4467/인천:2/광주:9/대전:2/울산:16/세종:1/경기:29/강원:17/충북:6/전북:1/전남:1/경북:559/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
110,etc.,서울/부산/대구/인천/광주/대전/울산/세종/경기/강원/충북/전북/전남/경북/경남,2020-02-18,N,1,신천지 대구 교회,1,5162,2020-03-31,종교 시설 및 단체,(누적)서울:7/부산:12/대구:4468/인천:2/광주:9/대전:2/울산:16/세종:1/경기:29/강원:17/충북:6/전북:1/전남:1/경북:559/경남:32;이전 데이터와의 비교로 추가확진 수 유추하여 기입함,교회;신천지;종교,,
